Function                                  CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Overhead Time  Module             Function (Full)                                 Source File           Start Address
H5MF_alloc                                  0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MF_alloc                                      H5MF.c                0x360bb6     
H5B2__protect_leaf                          0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__protect_leaf                              H5B2leaf.c            0xc2e8a      
H5B2__assert_internal                       0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__assert_internal                           H5B2internal.c        0xc21ec      
H5MM__is_our_block                          0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MM__is_our_block                              H5MM.c                0x37265b     
H5O                                         0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O(float, long double, ..., ...)               H5Oint.c              0x3e0450     
H5MF_xfree                                  0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MF_xfree                                      H5MF.c                0x361f76     
H5A__dense_insert                           0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_insert                               H5Adense.c            0x71578      
H5A__write                                  0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__write                                      H5Aint.c              0x7ddd2      
H5CX_get_vol_wrap_ctx                       0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_get_vol_wrap_ctx                           H5CX.c                0x126503     
H5HF__cache_dblock_verify_chksum            0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__cache_dblock_verify_chksum                H5HFcache.c           0x2eac00     
H5AC_set_ring                               0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5AC_set_ring                                   H5AC.c                0x91acf      
H5HF__huge_term                             0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__huge_term                                 H5HFhuge.c            0x303773     
H5B2__hdr_fuse_decr                         0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_fuse_decr                             H5B2hdr.c             0xb0513      
H5HF__cache_dblock_pre_serialize            0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__cache_dblock_pre_serialize                H5HFcache.c           0x2ec41d     
H5T__close_cb                               0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T__close_cb                                   H5T.c                 0x54adbc     
H5F_get_sohm_addr                           0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_sohm_addr                               H5Fquery.c            0x227df2     
H5VL__native_attr_create                    0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_create                        H5VLnative_attr.c     0x6b43a1     
H5SM__type_to_flag                          0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SM__type_to_flag                              H5SM.c                0x52ee67     
H5S_create                                  0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_create                                      H5S.c                 0x4b1823     
H5G_name_reset                              0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_name_reset                                  H5Gname.c             0x2baded     
H5O_attr_shared_size                        0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_attr_shared_size                            H5Oshared.h           0x3935dd     
H5Screate_simple                            0.059s                   0.059s                            0s                        0.059s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Screate_simple                                H5S.c                 0x4b7113     
H5F_get_nmounts                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_nmounts                                 H5Fquery.c            0x227837     
H5O_dtype_size                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_dtype_size                                  H5Odtype.c            0x3c27bb     
H5F_is_tmp_addr                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_is_tmp_addr                                 H5Fquery.c            0x22a12f     
H5A__read                                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__read                                       H5Aint.c              0x7d45e      
H5C_get_entry_status                        0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C_get_entry_status                            H5Cquery.c            0x11d847     
H5FS_open                                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_open                                       H5FS.c                0x27d8b5     
H5O__attr_write                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__attr_write                                 H5Oattribute.c        0x39b428     
H5O__alloc_find_best_null                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__alloc_find_best_null                       H5Oalloc.c            0x38c7e7     
H5G_traverse                                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_traverse                                    H5Gtraverse.c         0x2d6ef6     
H5O                                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     long double H5O(double, ..., char)              H5Oint.c              0x3dfd39     
H5O__cache_chk_image_len                    0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__cache_chk_image_len                        H5Ocache.c            0x3a4d61     
H5S_set_version                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_set_version                                 H5S.c                 0x4baaf3     
func@0x4f4e0                                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     func@0x4f4e0                                    [Unknown]             0x4f4e0      
H5VL__attr_create                           0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_create                               H5VLcallback.c        0x681726     
H5O_msg_encode                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_msg_encode                                  H5Omessage.c          0x3f3765     
H5A__dense_write                            0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_write                                H5Adense.c            0x7303c      
H5VL_attr_create                            0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_create                                H5VLcallback.c        0x681a6e     
H5AC_unsettle_ring                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5AC_unsettle_ring                              H5AC.c                0x91e00      
H5O_ainfo_copy                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_ainfo_copy                                  H5Oainfo.c            0x3856bb     
H5FL_blk_calloc                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_blk_calloc                                 H5FL.c                0x27769c     
H5O__chunk_add                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__chunk_add                                  H5Ochunk.c            0x3aa9e8     
H5A__dense_iterate_bt2_cb                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_iterate_bt2_cb                       H5Adense.c            0x74c0d      
H5T_copy                                    0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_copy                                        H5T.c                 0x555a76     
H5SM_try_share                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SM_try_share                                  H5SM.c                0x531f49     
H5FS_close                                  0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_close                                      H5FS.c                0x27e227     
H5FD_get_eoa                                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FD_get_eoa                                    H5FDint.c             0x2658a1     
H5O_attr_encode                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_attr_encode                                 H5Oattr.c             0x395430     
H5B2_modify                                 0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2_modify                                     H5B2.c                0xa4b67      
H5A__get_info                               0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__get_info                                   H5Aint.c              0x7f7fa      
H5B2__hdr_unprotect                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_unprotect                             H5B2hdr.c             0xb0e4a      
H5HF__iblock_decr                           0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__iblock_decr                               H5HFiblock.c          0x304aad     
H5Aexists                                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Aexists                                       H5A.c                 0x6d592      
H5O_msg_free                                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_msg_free                                    H5Omessage.c          0x3eee46     
H5O_loc_free                                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_loc_free                                    H5Oint.c              0x3dba99     
H5I_dec_app_ref                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5I_dec_app_ref                                 H5I.c                 0x34161c     
H5HF__cache_hdr_deserialize                 0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__cache_hdr_deserialize                     H5HFcache.c           0x2e248f     
H5A__dense_fh_name_cmp                      0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_fh_name_cmp                          H5Abtree2.c           0x6e173      
H5B2__leaf_free                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__leaf_free                                 H5B2leaf.c            0xc6ad6      
H5O_msg_free_real                           0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_msg_free_real                               H5Omessage.c          0x3ef1e8     
H5O_close                                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_close                                       H5Oint.c              0x3d6cba     
H5HF__cache_iblock_notify                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__cache_iblock_notify                       H5HFcache.c           0x2e9f3a     
H5FS__sect_link                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__sect_link                                 H5FSsection.c         0x28ed1a     
nc4_get_hdf_typeid                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc4_get_hdf_typeid                              [Unknown]             0x7f968      
H5F_get_nopen_objs                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_nopen_objs                              H5Fquery.c            0x227523     
H5PB_read                                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5PB_read                                       H5PB.c                0x4911ef     
H5B2__cache_leaf_notify                     0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__cache_leaf_notify                         H5B2cache.c           0xabec7      
H5HF__man_op                                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__man_op                                    H5HFman.c             0x310377     
H5VL__native_attr_write                     0.049s                   0.049s                            0s                        0.049s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_write                         H5VLnative_attr.c     0x6b51cd     
func@0x4caf0                                0.047s                   0.047s                            0s                        0.047s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     func@0x4caf0                                    [Unknown]             0x4caf0      
var_free                                    0.044s                   0.044s                            0s                        0.044s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    var_free                                        [Unknown]             0xdf8e9      
H5G__traverse_real                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G__traverse_real                              H5Gtraverse.c         0x2d58e5     
H5O__alloc_null                             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__alloc_null                                 H5Oalloc.c            0x387cec     
H5FS__sect_link_rest                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__sect_link_rest                            H5FSsection.c         0x28e896     
H5B2__cache_hdr_serialize                   0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__cache_hdr_serialize                       H5B2cache.c           0xa799f      
H5FL_malloc                                 0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_malloc                                     H5FL.c                0x2759ef     
H5C_unsettle_ring                           0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C_unsettle_ring                               H5C.c                 0xdd3af      
H5B2__protect_internal                      0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__protect_internal                          H5B2internal.c        0xbce5f      
H5Awrite                                    0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Awrite                                        H5A.c                 0x6642f      
H5FL_blk_realloc                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_blk_realloc                                H5FL.c                0x277bb9     
H5D_oloc                                    0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5D_oloc                                        H5Dint.c              0x18bd12     
H5Acreate1                                  0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Acreate1                                      H5Adeprec.c           0x78ccf      
H5O__add_gap                                0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__add_gap                                    H5Oalloc.c            0x386c84     
H5D__get_space                              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5D__get_space                                  H5Dint.c              0x194279     
H5FS__sect_merge                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__sect_merge                                H5FSsection.c         0x28f0d2     
H5O__attr_free                              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__attr_free                                  H5Oattr.c             0x3960dc     
nc_utf8_validate                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc_utf8_validate                                [Unknown]             0x36122      
H5B2__hdr_incr                              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_incr                                  H5B2hdr.c             0xafe2b      
H5HF__cache_dblock_get_initial_load_size    0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__cache_dblock_get_initial_load_size        H5HFcache.c           0x2ea8de     
H5A__dense_btree2_corder_compare            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_btree2_corder_compare                H5Abtree2.c           0x6f6a6      
H5HF__man_dblock_new                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__man_dblock_new                            H5HFdblock.c          0x2f5cfe     
close_vars                                  0.040s                   0.040s                        0.010s                        0.030s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    close_vars                                      [Unknown]             0x89a94      
H5FS_sect_add                               0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_sect_add                                   H5FSsection.c         0x28fc42     
put_att_grpa                                0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    put_att_grpa                                    [Unknown]             0x7ff4c      
H5HF__space_close                           0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__space_close                               H5HFspace.c           0x322934     
H5O__attr_exists                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__attr_exists                                H5Oattribute.c        0x39fb80     
H5Aclose                                    0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Aclose                                        H5A.c                 0x6d188      
H5O__dset_open                              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__dset_open                                  H5Doh.c               0x19f325     
H5F_get_eoa                                 0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_eoa                                     H5Fquery.c            0x229c49     
H5RS_decr                                   0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5RS_decr                                       H5RS.c                0x4b04df     
H5Acreate2                                  0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Acreate2                                      H5A.c                 0x63995      
H5FS__dirty                                 0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__dirty                                     H5FS.c                0x27fa37     
H5HF_hdr_fuse_incr                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_hdr_fuse_incr                              H5HFhdr.c             0x2fadb8     
H5B2__cache_hdr_notify                      0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__cache_hdr_notify                          H5B2cache.c           0xa80e2      
H5HF_close                                  0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_close                                      H5HF.c                0x2da07b     
H5T__sort_value                             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T__sort_value                                 H5Tfields.c           0x65b1cf     
H5HF_man_iter_ready                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_man_iter_ready                             H5HFiter.c            0x30dcf5     
H5FD_sec2_read                              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FD_sec2_read                                  H5FDsec2.c            0x271162     
H5O__alloc_chunk                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__alloc_chunk                                H5Oalloc.c            0x38a83e     
H5MF_try_extend                             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MF_try_extend                                 H5MF.c                0x36283d     
H5O__layout_copy                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__layout_copy                                H5Olayout.c           0x3e4b21     
H5SL_count                                  0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SL_count                                      H5SL.c                0x50e7fd     
H5VL__attr_specific                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_specific                             H5VLcallback.c        0x6848d7     
H5F__accum_write                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F__accum_write                                H5Faccum.c            0x20865d     
H5A__attr_sort_table                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__attr_sort_table                            H5Aint.c              0x82ef7      
nclistget                                   0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nclistget                                       [Unknown]             0x39836      
H5VL__dataset_close                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__dataset_close                             H5VLcallback.c        0x68ad2f     
__strdup                                    0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libc.so.6          __strdup                                        [Unknown]             0x8cae0      
H5I_get_type                                0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5I_get_type                                    H5I.c                 0x33fe49     
H5A__dense_iterate                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_iterate                              H5Adense.c            0x750ee      
