Function                              CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Overhead Time  Module             Function (Full)                                 Source File           Start Address
H5T_path_find                           0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_path_find                                   H5T.c                 0x55a375     
H5P_copy_plist                          0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5P_copy_plist                                  H5Pint.c              0x46862f     
H5A__write                              0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__write                                      H5Aint.c              0x7ddd2      
H5A__get_ainfo                          0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__get_ainfo                                  H5Aint.c              0x83a3a      
H5O                                     0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     long double H5O(double, ..., char)              H5Oint.c              0x3dfd39     
H5G_name_reset                          0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_name_reset                                  H5Gname.c             0x2baded     
var_create_dataset                      0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    var_create_dataset                              [Unknown]             0x808a1      
H5VL_free_object                        0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_free_object                                H5VLint.c             0x6abf41     
H5WB_actual                             0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5WB_actual                                     H5WB.c                0x6d2c17     
put_att_grpa                            0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    put_att_grpa                                    [Unknown]             0x7ff4c      
H5Tget_class                            0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Tget_class                                    H5T.c                 0x54cbba     
H5O__cache_chk_notify                   0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__cache_chk_notify                           H5Ocache.c            0x3a54cb     
H5T_copy                                0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_copy                                        H5T.c                 0x555a76     
H5O__attr_write_cb                      0.060s                   0.060s                            0s                        0.060s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__attr_write_cb                              H5Oattribute.c        0x39ade0     
nc_utf8proc_decompose_custom            0.059s                   0.059s                            0s                        0.059s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc_utf8proc_decompose_custom                    [Unknown]             0x466a9      
H5O_set_shared                          0.050s                   0.050s                        0.010s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_set_shared                                  H5Oshared.c           0x4024e4     
H5FO_top_decr                           0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FO_top_decr                                   H5FO.c                0x27cdad     
H5DSis_scale                            0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5_hl.so.200  H5DSis_scale                                    H5DS.c                0xa035       
NC_findreserved                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    NC_findreserved                                 [Unknown]             0xe0188      
H5O_open_by_loc                         0.050s                   0.050s                        0.010s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_open_by_loc                                 H5Oint.c              0x3d69c2     
H5F_get_vol_obj                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_vol_obj                                 H5Fquery.c            0x22aee2     
H5VL                                    0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     void H5VL(float, long double, ..., ...)         H5VLint.c             0x6b119f     
H5C_unsettle_ring                       0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C_unsettle_ring                               H5C.c                 0xdd3af      
H5O_sdspace_size                        0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_sdspace_size                                H5Osdspace.c          0x3fff4d     
H5VL__native_attr_get                   0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_get                           H5VLnative_attr.c     0x6b54c2     
H5F_incr_nopen_objs                     0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_incr_nopen_objs                             H5Fint.c              0x21b724     
__strncmp_sse42                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libc.so.6          __strncmp_sse42                                 [Unknown]             0x13fb40     
H5O__move_cont                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__move_cont                                  H5Oalloc.c            0x38daac     
H5F_addr_decode_len                     0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_addr_decode_len                             H5Fint.c              0x21c6a6     
H5VL_attr_read                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_read                                  H5VLcallback.c        0x682e87     
H5Aiterate2                             0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Aiterate2                                     H5A.c                 0x6afa7      
H5O__attr_exists_cb                     0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__attr_exists_cb                             H5Oattribute.c        0x39f8d8     
H5A__compact_build_table                0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__compact_build_table                        H5Aint.c              0x81768      
H5O_ainfo_copy                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_ainfo_copy                                  H5Oainfo.c            0x3856bb     
H5FL_blk_realloc                        0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_blk_realloc                                H5FL.c                0x277bb9     
H5CX_get_nlinks                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_get_nlinks                                 H5CX.c                0x129fb1     
H5FS_sect_add                           0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_sect_add                                   H5FSsection.c         0x28fc42     
H5A__iterate                            0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__iterate                                    H5Aint.c              0x875b9      
H5A__read                               0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__read                                       H5Aint.c              0x7d45e      
H5VL_attr_close                         0.050s                   0.050s                        0.010s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_close                                 H5VLcallback.c        0x6860c0     
H5FL_seq_malloc                         0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_seq_malloc                                 H5FL.c                0x279e0e     
free                                    0.050s                   0.050s                        0.010s                        0.040s                          0s                             0s                            0s                  0s                      0s  libc.so.6          free                                            [Unknown]             0x85ad0      
H5O__alloc_chunk                        0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__alloc_chunk                                H5Oalloc.c            0x38a83e     
attach_dimscales                        0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    attach_dimscales                                [Unknown]             0x81fb7      
H5FL_seq_realloc                        0.050s                   0.050s                        0.010s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_seq_realloc                                H5FL.c                0x27a116     
H5T_patch_file                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_patch_file                                  H5T.c                 0x55f10d     
H5Acreate1                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Acreate1                                      H5Adeprec.c           0x78ccf      
H5O__msg_write_real                     0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__msg_write_real                             H5Omessage.c          0x3ed6b1     
H5A__get_type                           0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__get_type                                   H5Aint.c              0x7eded      
H5C__pin_entry_from_client              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C__pin_entry_from_client                      H5C.c                 0xdf7ea      
H5FS__sect_find_node                    0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__sect_find_node                            H5FSsection.c         0x290b96     
close_vars                              0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    close_vars                                      [Unknown]             0x89a94      
H5S_select_all                          0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_select_all                                  H5Sall.c              0x4bf3c5     
H5O_msg_raw_size                        0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_msg_raw_size                                H5Omessage.c          0x3f1eb2     
H5G_loc_find                            0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_loc_find                                    H5Gloc.c              0x2b65d7     
H5VL_blob_specific                      0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_blob_specific                              H5VLcallback.c        0x6a44c5     
H5T_close                               0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_close                                       H5T.c                 0x557445     
H5VL__dataset_close                     0.050s                   0.050s                            0s                        0.050s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__dataset_close                             H5VLcallback.c        0x68ad2f     
H5S_select_copy                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_select_copy                                 H5Sselect.c           0x4fb65e     
H5D_nameof                              0.040s                   0.040s                        0.010s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5D_nameof                                      H5Dint.c              0x18bdea     
H5FD_try_extend                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FD_try_extend                                 H5FDspace.c           0x2737ae     
H5VL_dataset_get                        0.040s                   0.040s                        0.010s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_dataset_get                                H5VLcallback.c        0x689171     
nc4_get_hdf_typeid                      0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc4_get_hdf_typeid                              [Unknown]             0x7f968      
H5CX_set_nlinks                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_set_nlinks                                 H5CX.c                0x12b938     
H5VL__native_attr_close                 0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_close                         H5VLnative_attr.c     0x6b7887     
H5C_unpin_entry                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C_unpin_entry                                 H5C.c                 0xdac00      
H5Adelete                               0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Adelete                                       H5A.c                 0x6bd6e      
H5F__get_objects                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F__get_objects                                H5Fint.c              0x212a8c     
H5F__get_cont_info                      0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F__get_cont_info                              H5Fquery.c            0x22afe9     
H5DS_is_reserved                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5_hl.so.200  H5DS_is_reserved                                H5DS.c                0xa5ad       
H5F_get_low_bound                       0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_low_bound                               H5Fquery.c            0x226cc2     
H5T_convert_committed_datatype          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_convert_committed_datatype                  H5T.c                 0x55d088     
H5T_vlen_reclaim                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_vlen_reclaim                                H5Tvlen.c             0x67811f     
H5S_set_version                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_set_version                                 H5S.c                 0x4baaf3     
H5T_get_size                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_get_size                                    H5T.c                 0x5585a2     
H5VL_register_using_vol_id              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_register_using_vol_id                      H5VLint.c             0x6ab10a     
H5MF__alloc_to_fs_type                  0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MF__alloc_to_fs_type                          H5MF.c                0x35e69f     
H5SL_count                              0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SL_count                                      H5SL.c                0x50e7fd     
H5MF__sect_simple_can_merge             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MF__sect_simple_can_merge                     H5MFsection.c         0x36f872     
H5VL__attr_open                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_open                                 H5VLcallback.c        0x682193     
H5VL_wrap_register                      0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_wrap_register                              H5VLint.c             0x6b23d1     
H5G_traverse                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_traverse                                    H5Gtraverse.c         0x2d6ef6     
H5VL__native_attr_open                  0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_open                          H5VLnative_attr.c     0x6b49f9     
H5O                                     0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     long double H5O(float, int, long, long)         H5Ofill.c             0x3cd787     
H5G__component                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G__component                                  H5Gname.c             0x2b965f     
H5F_sizeof_addr                         0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_sizeof_addr                                 H5Fquery.c            0x227b84     
H5FD_sec2_get_eoa                       0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FD_sec2_get_eoa                               H5FDsec2.c            0x270d53     
H5FL_malloc                             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_malloc                                     H5FL.c                0x2759ef     
H5Awrite                                0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Awrite                                        H5A.c                 0x6642f      
H5O_attr_size                           0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_attr_size                                   H5Oattr.c             0x395c90     
H5B_shared_new                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B_shared_new                                  H5B.c                 0x9c835      
H5VL__attr_close                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_close                                H5VLcallback.c        0x685db1     
H5F_get_fileno                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_fileno                                  H5Fquery.c            0x229740     
H5SM_can_share                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SM_can_share                                  H5SM.c                0x531af8     
H5CX_get_ring                           0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_get_ring                                   H5CX.c                0x126a96     
H5D__create                             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5D__create                                     H5Dint.c              0x1861a4     
H5A__attr_sort_table                    0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__attr_sort_table                            H5Aint.c              0x82ef7      
H5HF__hdr_protect                       0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__hdr_protect                               H5HFhdr.c             0x2fa6b4     
H5DS_get_REFLIST_type                   0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5_hl.so.200  H5DS_get_REFLIST_type                           H5DS.c                0xa8a9       
H5O_unprotect                           0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_unprotect                                   H5Oint.c              0x3d8e0c     
H5O_unpin                               0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_unpin                                       H5Oint.c              0x3d8bdc     
H5VL__native_attr_create                0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_create                        H5VLnative_attr.c     0x6b43a1     
H5C__tag_entry                          0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C__tag_entry                                  H5Ctag.c              0x11f112     
H5C_pin_protected_entry                 0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C_pin_protected_entry                         H5C.c                 0xd670e      
H5Screate_simple                        0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Screate_simple                                H5S.c                 0x4b7113     
H5MM__sanity_check                      0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MM__sanity_check                              H5MM.c                0x37279a     
H5G_loc_reset                           0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_loc_reset                                   H5Gloc.c              0x2b5dc4     
H5VL__object                            0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__object                                    H5VLint.c             0x6afb84     
H5MF__aggr_try_extend                   0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MF__aggr_try_extend                           H5MFaggr.c            0x36bd14     
H5F_get_eoa                             0.040s                   0.040s                            0s                        0.040s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_eoa                                     H5Fquery.c            0x229c49     
H5HF_open                               0.039s                   0.039s                        0.010s                        0.029s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_open                                       H5HF.c                0x2d7abc     
locate                                  0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    locate                                          [Unknown]             0x3a8d7      
H5CX_set_ring                           0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_set_ring                                   H5CX.c                0x12b5de     
__strcpy_sse2_unaligned                 0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libc.so.6          __strcpy_sse2_unaligned                         [Unknown]             0x9a6e0      
H5B2__locate_record                     0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__locate_record                             H5B2int.c             0xb1d2e      
__strdup                                0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libc.so.6          __strdup                                        [Unknown]             0x8cae0      
H5FO_opened                             0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FO_opened                                     H5FO.c                0x27bc9c     
H5VL__attr_get                          0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_get                                  H5VLcallback.c        0x683e8f     
func@0x50940                            0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     func@0x50940                                    [Unknown]             0x50940      
ncindexnew                              0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    ncindexnew                                      [Unknown]             0xe7e43      
H5VL_native_register                    0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_native_register                            H5VLnative.c          0x6b2822     
H5FS__dirty                             0.030s                   0.030s                            0s                        0.030s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__dirty                                     H5FS.c                0x27fa37     
