Function                                     CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Overhead Time  Module           Function (Full)                                       Source File           Start Address
func@0x4e0f0                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4e0f0                                          [Unknown]             0x4e0f0      
H5O__msg_append_real                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__msg_append_real                                  H5Omessage.c          0x3ecaad     
H5F__flush_phase1                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F__flush_phase1                                     H5Fint.c              0x219aaa     
H5G__dense_insert                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5G__dense_insert                                     H5Gdense.c            0x29e17a     
H5O_msg_exists_oh                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_msg_exists_oh                                     H5Omessage.c          0x3f0050     
H5MF__find_sect                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF__find_sect                                       H5MF.c                0x3606ca     
H5P_object_verify                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P_object_verify                                     H5Pint.c              0x472599     
H5O_msg_write                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_msg_write                                         H5Omessage.c          0x3eceb4     
H5CX_push                                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_push                                             H5CX.c                0x123b4f     
H5FS__sect_link_size                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FS__sect_link_size                                  H5FSsection.c         0x28e081     
H5O_fill_reset_dyn                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_fill_reset_dyn                                    H5Ofill.c             0x3cd28a     
H5O__inc_rc                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__inc_rc                                           H5Oint.c              0x3dfa6b     
H5O_loc_free                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_loc_free                                          H5Oint.c              0x3dba99     
func@0x4afd0                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4afd0                                          [Unknown]             0x4afd0      
func@0x50ff0                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x50ff0                                          [Unknown]             0x50ff0      
H5P__dcrt_ext_file_list_close                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P__dcrt_ext_file_list_close                         H5Pdcpl.c             0x420e65     
__strcpy_sse2_unaligned                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libc.so.6        __strcpy_sse2_unaligned                               [Unknown]             0x9a6e0      
H5G_ent_encode                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5G_ent_encode                                        H5Gent.c              0x2abb71     
H5L__create_real                               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5L__create_real                                      H5L.c                 0x35104f     
H5D__select_write                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5D__select_write                                     H5Dselect.c           0x1a7329     
H5C_get_cache_flush_in_progress                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C_get_cache_flush_in_progress                       H5Cquery.c            0x11d3eb     
H5CX__pop_common                               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX__pop_common                                      H5CX.c                0x12bf01     
H5T__complete_copy                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T__complete_copy                                    H5T.c                 0x554b42     
H5C__pin_entry_from_client                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C__pin_entry_from_client                            H5C.c                 0xdf7ea      
func@0x4fe00                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4fe00                                          [Unknown]             0x4fe00      
func@0x4f340                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4f340                                          [Unknown]             0x4f340      
H5Dcreate2                                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Dcreate2                                            H5D.c                 0x12c37d     
H5B2__insert_internal                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__insert_internal                                 H5B2internal.c        0xbdbf1      
H5D__mark                                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5D__mark                                             H5Dint.c              0x191dc2     
nc4_hdf5_find_grp_var_att                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  nc4_hdf5_find_grp_var_att                             [Unknown]             0x8a295      
H5T__get_native_integer                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T__get_native_integer                               H5Tnative.c           0x66696b     
H5FO_mark                                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FO_mark                                             H5FO.c                0x27c3e2     
H5O__apply_ohdr                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__apply_ohdr                                       H5Oint.c              0x3d4f97     
H5P__dapl_efile_pref_close                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P__dapl_efile_pref_close                            H5Pdapl.c             0x414370     
H5I__remove_common                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5I__remove_common                                    H5I.c                 0x340a2e     
H5O_fill_new_size                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_fill_new_size                                     H5Ofill.c             0x3ccfbb     
H5CX_set_lcpl                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_set_lcpl                                         H5CX.c                0x1256f4     
H5T                                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T(float, long double, ..., ...)                     H5T.c                 0x556bc1     
func@0x4a690                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4a690                                          [Unknown]             0x4a690      
H5B2__assert_leaf2                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__assert_leaf2                                    H5B2leaf.c            0xc6e67      
H5O_dtype_encode_helper                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_dtype_encode_helper                               H5Odtype.c            0x3c0538     
nc_utf8proc_normalize_utf32                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  nc_utf8proc_normalize_utf32                           [Unknown]             0x46985      
H5VM_limit_enc_size                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VM_limit_enc_size                                   H5VMprivate.h         0x281c99     
H5G_normalize                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5G_normalize                                         H5Gname.c             0x2b98b9     
H5HF_hdr_fuse_incr                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF_hdr_fuse_incr                                    H5HFhdr.c             0x2fadb8     
H5O_touch_oh                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_touch_oh                                          H5Oint.c              0x3d91fb     
H5Dget_space                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Dget_space                                          H5D.c                 0x12df29     
__strncat_sse2_unaligned                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libc.so.6        __strncat_sse2_unaligned                              [Unknown]             0x9ddf0      
H5CX_get_nlinks                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_get_nlinks                                       H5CX.c                0x129fb1     
func@0x4eab0                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4eab0                                          [Unknown]             0x4eab0      
H5D__layout_oh_create                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5D__layout_oh_create                                 H5Dlayout.c           0x19b0d9     
H5G_build_fullpath                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5G_build_fullpath                                    H5Gname.c             0x2b9def     
H5C_get_ignore_tags                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C_get_ignore_tags                                   H5Ctag.c              0x11ee4f     
H5B2__hdr_fuse_decr                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__hdr_fuse_decr                                   H5B2hdr.c             0xb0513      
func@0x4ea70                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4ea70                                          [Unknown]             0x4ea70      
func@0x4bf90                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4bf90                                          [Unknown]             0x4bf90      
H5B2__insert_leaf                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__insert_leaf                                     H5B2leaf.c            0xc3b1c      
H5MF__fsm_is_self_referential                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF__fsm_is_self_referential                         H5MF.c                0x36a185     
locate                                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  locate                                                [Unknown]             0x3a8d7      
H5open                                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5open                                                H5.c                  0x548b1      
H5F_get_extpath                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F_get_extpath                                       H5Fquery.c            0x227140     
H5HF__space_close                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF__space_close                                     H5HFspace.c           0x322934     
H5AC_unprotect                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5AC_unprotect                                        H5AC.c                0x8d8ef      
H5FD_get_eoa                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FD_get_eoa                                          H5FDint.c             0x2658a1     
H5F_sizeof_addr                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F_sizeof_addr                                       H5Fquery.c            0x227b84     
H5B2__cache_leaf_serialize                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__cache_leaf_serialize                            H5B2cache.c           0xab971      
H5FS__cache_hdr_pre_serialize                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FS__cache_hdr_pre_serialize                         H5FScache.c           0x283a23     
H5FL__fac_gc_list                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FL__fac_gc_list                                     H5FL.c                0x27ac45     
H5F__flush                                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F__flush                                            H5Fint.c              0x21a2bb     
H5HF_hdr_adj_free                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF_hdr_adj_free                                     H5HFhdr.c             0x2fb23f     
H5O__msg_iterate_real                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__msg_iterate_real                                 H5Omessage.c          0x3f16c7     
H5P__dup_prop                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P__dup_prop                                         H5Pint.c              0x46931a     
H5P_create_id                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P_create_id                                         H5Pint.c              0x46c23e     
H5T_copy                                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_copy                                              H5T.c                 0x555a76     
H5Tclose                                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Tclose                                              H5T.c                 0x54be4a     
H5VL__dataset_create                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VL__dataset_create                                  H5VLcallback.c        0x686612     
H5VL_dataset_create                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VL_dataset_create                                   H5VLcallback.c        0x686963     
H5C_flush_cache                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C_flush_cache                                       H5C.c                 0xccabc      
H5CX_set_nlinks                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_set_nlinks                                       H5CX.c                0x12b938     
H5B2_insert                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2_insert                                           H5B2.c                0xa1004      
H5SL_close_common                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5SL_close_common                                     H5SL.c                0x50e256     
H5B2_open                                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2_open                                             H5B2.c                0xa0b26      
H5I_dec_app_ref                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5I_dec_app_ref                                       H5I.c                 0x34161c     
H5B2__assert_internal2                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__assert_internal2                                H5B2internal.c        0xc23f4      
nc4_rec_grp_HDF5_del                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  nc4_rec_grp_HDF5_del                                  [Unknown]             0x89fd7      
H5MM__sanity_check                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MM__sanity_check                                    H5MM.c                0x37279a     
H5SL_above                                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5SL_above                                            H5SL.c                0x52ae8e     
H5T_cmp                                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_cmp                                               H5T.c                 0x5586ad     
H5F_has_feature                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F_has_feature                                       H5Fquery.c            0x22948b     
NC_put_vara                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  NC_put_vara                                           [Unknown]             0x32e91      
H5FO_top_incr                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FO_top_incr                                         H5FO.c                0x27cb16     
H5CX_get_dxpl                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_get_dxpl                                         H5CX.c                0x1262ca     
H5FL_malloc                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FL_malloc                                           H5FL.c                0x2759ef     
H5Pset_link_creation_order                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Pset_link_creation_order                            H5Pgcpl.c             0x4653be     
H5C__mark_flush_dep_serialized                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C__mark_flush_dep_serialized                        H5C.c                 0xee0d9      
H5MF_alloc_tmp                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF_alloc_tmp                                        H5MF.c                0x361c89     
find_in_NCList                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  find_in_NCList                                        [Unknown]             0x3ed7a      
H5T_path_noop                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_path_noop                                         H5T.c                 0x55bd7a     
H5HF__cache_verify_iblocks_dblocks_clean       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF__cache_verify_iblocks_dblocks_clean              H5HFcache.c           0x2efdbf     
H5HF__cache_iblock_notify                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF__cache_iblock_notify                             H5HFcache.c           0x2e9f3a     
H5FL_blk_free                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FL_blk_free                                         H5FL.c                0x27789c     
H5MF__aggr_alloc                               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF__aggr_alloc                                      H5MFaggr.c            0x36a8e7     
H5P__add_prop                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P__add_prop                                         H5Pint.c              0x469d80     
H5D__layout_set_version                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5D__layout_set_version                               H5Dlayout.c           0x19a807     
H5FL_reg_calloc                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FL_reg_calloc                                       H5FL.c                0x2762f9     
H5Z_xform_destroy                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Z_xform_destroy                                     H5Ztrans.c            0x6fc64f     
H5VL_vol_object                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VL_vol_object                                       H5VLint.c             0x6af4f8     
H5F_get_vol_obj                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F_get_vol_obj                                       H5Fquery.c            0x22aee2     
func@0x49fb0                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x49fb0                                          [Unknown]             0x49fb0      
H5O_dtype_shared_size                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_dtype_shared_size                                 H5Oshared.h           0x3bc9d4     
H5Sclose                                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Sclose                                              H5S.c                 0x4b26cf     
H5P                                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   long long H5P(double, long long, float, long double)  H5Pdxpl.c             0x433495     
NC_check_id                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  NC_check_id                                           [Unknown]             0x3e9a6      
H5SL_count                                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5SL_count                                            H5SL.c                0x50e7fd     
H5O_ginfo_copy                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_ginfo_copy                                        H5Oginfo.c            0x3d3978     
H5S__extent_copy_real                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5S__extent_copy_real                                 H5S.c                 0x4b37a9     
H5VL                                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   short H5VL(float, int, long, ...)                     H5VLcallback.c        0x6911eb     
func@0x28e30                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  func@0x28e30                                          [Unknown]             0x28e30      
nc4_hdf5_find_grp_h5_var                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  nc4_hdf5_find_grp_h5_var                              [Unknown]             0x8a151      
H5HF__cache_verify_descendant_iblocks_clean    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF__cache_verify_descendant_iblocks_clean           H5HFcache.c           0x2f05b6     
H5AC_mark_entry_dirty                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5AC_mark_entry_dirty                                 H5AC.c                0x8b251      
H5P_set                                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P_set                                               H5Pint.c              0x46f1a8     
H5F_addr_encode                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F_addr_encode                                       H5Fint.c              0x21c57c     
H5Pcreate                                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Pcreate                                             H5P.c                 0x40a94d     
H5O                                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O(float, long double, ..., ...)                     H5Oint.c              0x3e0450     
H5FL_blk_find_list                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FL_blk_find_list                                    H5FL.c                0x276cb1     
H5S_select_copy                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5S_select_copy                                       H5Sselect.c           0x4fb65e     
H5O__cache_notify                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__cache_notify                                     H5Ocache.c            0x3a39db     
H5HF__space_find                               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF__space_find                                      H5HFspace.c           0x3214c7     
H5P__dapl_vds_file_pref_close                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P__dapl_vds_file_pref_close                         H5Pdapl.c             0x4134d7     
H5T_is_relocatable                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_is_relocatable                                    H5T.c                 0x55e288     
NC_hashmapadd                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  NC_hashmapadd                                         [Unknown]             0x3ab24      
func@0x50510                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x50510                                          [Unknown]             0x50510      
H5D__init_space                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5D__init_space                                       H5Dint.c              0x183a2e     
func@0x4cd30                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4cd30                                          [Unknown]             0x4cd30      
nc_utf8proc_reencode                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  nc_utf8proc_reencode                                  [Unknown]             0x46ee6      
H5B2__protect_leaf                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__protect_leaf                                    H5B2leaf.c            0xc2e8a      
func@0x4c9b0                                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4c9b0                                          [Unknown]             0x4c9b0      
H5B2__cache_int_serialize                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5B2__cache_int_serialize                             H5B2cache.c           0xa9bc6      
H5Screate                                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Screate                                             H5S.c                 0x4b1c6e     
H5O__dset_create                               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__dset_create                                      H5Doh.c               0x19f7d0     
NC4_def_grp                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  NC4_def_grp                                           [Unknown]             0x880d4      
H5T_path_find                                  0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_path_find                                         H5T.c                 0x55a375     
__strchr_sse42                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libc.so.6        __strchr_sse42                                        [Unknown]             0x13ece0     
H5O_sdspace_shared_size                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_sdspace_shared_size                               H5Oshared.h           0x3fdbb5     
nc4_find_nc_grp_h5                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  nc4_find_nc_grp_h5                                    [Unknown]             0xde213      
H5VL__native_dataset_get                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VL__native_dataset_get                              H5VLnative_dataset.c  0x6b9a29     
H5T_convert_committed_datatype                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_convert_committed_datatype                        H5T.c                 0x55d088     
H5HF__cache_dblock_pre_serialize               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5HF__cache_dblock_pre_serialize                      H5HFcache.c           0x2ec41d     
