Function                                  CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Overhead Time  Module             Function (Full)                           Source File           Start Address
H5G_name_reset                              0.300s                   0.300s                            0s                        0.300s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5G_name_reset                            H5Gname.c             0x2baded     
H5A__dense_btree2_corder_compare            0.300s                   0.300s                            0s                        0.300s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_btree2_corder_compare          H5Abtree2.c           0x6f6a6      
H5RS_decr                                   0.300s                   0.300s                            0s                        0.300s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5RS_decr                                 H5RS.c                0x4b04df     
H5S_set_version                             0.299s                   0.299s                            0s                        0.299s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_set_version                           H5S.c                 0x4baaf3     
nc4_get_hdf_typeid                          0.292s                   0.292s                            0s                        0.292s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc4_get_hdf_typeid                        [Unknown]             0x7f968      
H5VL__native_attr_create                    0.290s                   0.290s                            0s                        0.290s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__native_attr_create                  H5VLnative_attr.c     0x6b43a1     
H5I_get_type                                0.290s                   0.290s                            0s                        0.290s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5I_get_type                              H5I.c                 0x33fe49     
H5O_loc_reset                               0.289s                   0.289s                            0s                        0.289s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_loc_reset                             H5Oint.c              0x3db3dd     
H5FS_open                                   0.288s                   0.288s                            0s                        0.288s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_open                                 H5FS.c                0x27d8b5     
H5O_msg_free_real                           0.280s                   0.280s                            0s                        0.280s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_msg_free_real                         H5Omessage.c          0x3ef1e8     
H5S_select_copy                             0.280s                   0.280s                            0s                        0.280s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_select_copy                           H5Sselect.c           0x4fb65e     
H5A__dense_fh_name_cmp                      0.280s                   0.280s                            0s                        0.280s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_fh_name_cmp                    H5Abtree2.c           0x6e173      
H5SM_type_shared                            0.280s                   0.280s                            0s                        0.280s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SM_type_shared                          H5SM.c                0x52f2db     
H5S_select_all                              0.278s                   0.278s                            0s                        0.278s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_select_all                            H5Sall.c              0x4bf3c5     
H5C__untag_entry                            0.270s                   0.270s                        0.010s                        0.260s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C__untag_entry                          H5Ctag.c              0x11f6c5     
H5SL_new_node                               0.270s                   0.270s                            0s                        0.270s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SL_new_node                             H5SL.c                0x5079a0     
H5VL__attr_close                            0.270s                   0.270s                            0s                        0.270s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_close                          H5VLcallback.c        0x685db1     
H5C__tag_entry                              0.270s                   0.270s                            0s                        0.270s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C__tag_entry                            H5Ctag.c              0x11f112     
H5T_set_version                             0.268s                   0.268s                            0s                        0.268s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_set_version                           H5T.c                 0x55edea     
H5VL_attr_write                             0.268s                   0.268s                            0s                        0.268s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_write                           H5VLcallback.c        0x683819     
H5O__chunk_protect                          0.261s                   0.261s                            0s                        0.261s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__chunk_protect                        H5Ochunk.c            0x3ab051     
H5AC_insert_entry                           0.260s                   0.260s                            0s                        0.260s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5AC_insert_entry                         H5AC.c                0x8aaa2      
H5VL__conn_dec_rc                           0.260s                   0.260s                            0s                        0.260s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__conn_dec_rc                         H5VLint.c             0x6abc45     
H5CX_get_vol_wrap_ctx                       0.260s                   0.260s                            0s                        0.260s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_get_vol_wrap_ctx                     H5CX.c                0x126503     
H5O__attr_free                              0.260s                   0.260s                        0.010s                        0.250s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__attr_free                            H5Oattr.c             0x3960dc     
H5HF_insert                                 0.260s                   0.260s                            0s                        0.260s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_insert                               H5HF.c                0x2d825c     
nc4_open_var_grp2                           0.260s                   0.260s                            0s                        0.260s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc4_open_var_grp2                         [Unknown]             0x7f830      
H5F_get_low_bound                           0.251s                   0.251s                            0s                        0.251s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_low_bound                         H5Fquery.c            0x226cc2     
H5AC_pin_protected_entry                    0.250s                   0.250s                            0s                        0.250s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5AC_pin_protected_entry                  H5AC.c                0x8c198      
H5O_dtype_size                              0.250s                   0.250s                        0.010s                        0.240s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_dtype_size                            H5Odtype.c            0x3c27bb     
H5O_sdspace_shared_decode                   0.250s                   0.250s                            0s                        0.250s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_sdspace_shared_decode                 H5Oshared.h           0x3fd6a9     
H5S_get_simple_extent_npoints               0.249s                   0.249s                            0s                        0.249s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_get_simple_extent_npoints             H5S.c                 0x4b3fa5     
H5O_attr_shared_decode                      0.248s                   0.248s                            0s                        0.248s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_attr_shared_decode                    H5Oshared.h           0x3930d1     
snprintf                                    0.240s                   0.240s                            0s                        0.240s                          0s                             0s                            0s                  0s                      0s  libc.so.6          snprintf                                  [Unknown]             0x534c0      
H5WB_wrap                                   0.240s                   0.240s                            0s                        0.240s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5WB_wrap                                 H5WB.c                0x6d2a1a     
H5B2__hdr_fuse_decr                         0.240s                   0.240s                        0.010s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_fuse_decr                       H5B2hdr.c             0xb0513      
H5VL__attr_write                            0.240s                   0.240s                        0.010s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_write                          H5VLcallback.c        0x6834fd     
H5O__copy_mesg                              0.240s                   0.240s                            0s                        0.240s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O__copy_mesg                            H5Omessage.c          0x3f46ee     
H5HF__hdr_protect                           0.239s                   0.239s                            0s                        0.239s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__hdr_protect                         H5HFhdr.c             0x2fa6b4     
H5T_is_sensible                             0.232s                   0.232s                            0s                        0.232s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_is_sensible                           H5T.c                 0x55d6cd     
H5O                                         0.231s                   0.231s                            0s                        0.231s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     long double H5O(double, ..., char)        H5Oint.c              0x3dfd39     
H5O_close                                   0.230s                   0.230s                            0s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_close                                 H5Oint.c              0x3d6cba     
H5B2_insert                                 0.230s                   0.230s                            0s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2_insert                               H5B2.c                0xa1004      
H5HF__sect_single_add                       0.230s                   0.230s                            0s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__sect_single_add                     H5HFsection.c         0x313338     
H5O_unpin                                   0.230s                   0.230s                            0s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_unpin                                 H5Oint.c              0x3d8bdc     
H5T_convert_committed_datatype              0.230s                   0.230s                            0s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_convert_committed_datatype            H5T.c                 0x55d088     
H5T_copy                                    0.230s                   0.230s                            0s                        0.230s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_copy                                  H5T.c                 0x555a76     
H5T_close                                   0.230s                   0.230s                        0.010s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_close                                 H5T.c                 0x557445     
H5SL_create                                 0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SL_create                               H5SL.c                0x50e469     
H5Aexists                                   0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Aexists                                 H5A.c                 0x6d592      
H5WB_unwrap                                 0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5WB_unwrap                               H5WB.c                0x6d3059     
H5HF_write                                  0.220s                   0.220s                        0.010s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_write                                H5HF.c                0x2d9333     
H5FS_sect_find                              0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_sect_find                            H5FSsection.c         0x291617     
H5B2__hdr_incr                              0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_incr                            H5B2hdr.c             0xafe2b      
H5S_copy                                    0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_copy                                  H5S.c                 0x4b3c46     
H5S_create                                  0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_create                                H5S.c                 0x4b1823     
H5MM_strdup                                 0.220s                   0.220s                        0.010s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MM_strdup                               H5MM.c                0x372fa8     
H5A__dense_build_table_cb                   0.220s                   0.220s                            0s                        0.220s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_build_table_cb                 H5Aint.c              0x81b87      
H5O_dtype_shared_decode                     0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_dtype_shared_decode                   H5Oshared.h           0x3bc4c8     
H5F_decr_nopen_objs                         0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_decr_nopen_objs                       H5Fint.c              0x21b83b     
H5O_attr_shared_encode                      0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_attr_shared_encode                    H5Oshared.h           0x39337e     
H5B2__cache_leaf_image_len                  0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__cache_leaf_image_len                H5B2cache.c           0xab6ce      
H5B2__hdr_fuse_incr                         0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_fuse_incr                       H5B2hdr.c             0xb03f5      
H5HF_hdr_fuse_incr                          0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_hdr_fuse_incr                        H5HFhdr.c             0x2fadb8     
H5O_dtype_decode                            0.210s                   0.210s                            0s                        0.210s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_dtype_decode                          H5Odtype.c            0x3c2160     
H5FS_sect_stats                             0.209s                   0.209s                            0s                        0.209s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS_sect_stats                           H5FSsection.c         0x292124     
NC_hashmapfree                              0.202s                   0.202s                            0s                        0.202s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    NC_hashmapfree                            [Unknown]             0x3b092      
H5B2__redistribute3                         0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__redistribute3                       H5B2int.c             0xb5427      
H5S_has_extent                              0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_has_extent                            H5S.c                 0x4b9e23     
H5I_object_verify                           0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5I_object_verify                         H5I.c                 0x33fcca     
H5HF_man_get_obj_len                        0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_man_get_obj_len                      H5HFman.c             0x30e9b7     
H5FS__size_node_decr                        0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__size_node_decr                      H5FSsection.c         0x28cb97     
H5VL_attr_specific                          0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_specific                        H5VLcallback.c        0x684bfa     
H5HF_man_iter_ready                         0.200s                   0.200s                            0s                        0.200s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_man_iter_ready                       H5HFiter.c            0x30dcf5     
H5O_touch_oh                                0.199s                   0.199s                            0s                        0.199s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_touch_oh                              H5Oint.c              0x3d91fb     
H5MM__is_our_block                          0.191s                   0.191s                            0s                        0.191s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5MM__is_our_block                        H5MM.c                0x37265b     
H5VL__attr_specific                         0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_specific                       H5VLcallback.c        0x6848d7     
H5HF_get_obj_len                            0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_get_obj_len                          H5HF.c                0x2d86ae     
H5B2__hdr_decr                              0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__hdr_decr                            H5B2hdr.c             0xb00f9      
H5C__make_space_in_cache                    0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5C__make_space_in_cache                  H5C.c                 0xec709      
H5VL_vol_object                             0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_vol_object                           H5VLint.c             0x6af4f8     
H5VL_attr_close                             0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_close                           H5VLcallback.c        0x6860c0     
H5T_path_find                               0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_path_find                             H5T.c                 0x55a375     
H5F_get_vol_obj                             0.190s                   0.190s                            0s                        0.190s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_vol_obj                           H5Fquery.c            0x22aee2     
H5F_get_sohm_addr                           0.180s                   0.180s                            0s                        0.180s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_sohm_addr                         H5Fquery.c            0x227df2     
H5T_is_named                                0.180s                   0.180s                            0s                        0.180s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_is_named                              H5T.c                 0x55ce89     
H5S_close                                   0.180s                   0.180s                            0s                        0.180s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5S_close                                 H5S.c                 0x4b2416     
H5FS__cache_sinfo_notify                    0.180s                   0.180s                            0s                        0.180s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__cache_sinfo_notify                  H5FScache.c           0x288668     
H5VL__conn_inc_rc                           0.180s                   0.180s                            0s                        0.180s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__conn_inc_rc                         H5VLint.c             0x6aba0a     
H5T_get_class                               0.180s                   0.180s                            0s                        0.180s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5T_get_class                             H5T.c                 0x54cf65     
H5FL_malloc                                 0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL_malloc                               H5FL.c                0x2759ef     
H5VL__attr_create                           0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL__attr_create                         H5VLcallback.c        0x681726     
nc_utf8proc_decompose_char                  0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc_utf8proc_decompose_char                [Unknown]             0x46029      
H5B2__redistribute2                         0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5B2__redistribute2                       H5B2int.c             0xb3df4      
H5O_sdspace_shared_encode                   0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_sdspace_shared_encode                 H5Oshared.h           0x3fd956     
H5HF__man_write                             0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__man_write                           H5HFman.c             0x310068     
H5VL_free_object                            0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_free_object                          H5VLint.c             0x6abf41     
H5CX_set_vol_wrap_ctx                       0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5CX_set_vol_wrap_ctx                     H5CX.c                0x125edb     
H5VL_attr_create                            0.170s                   0.170s                            0s                        0.170s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5VL_attr_create                          H5VLcallback.c        0x681a6e     
H5FS__sect_decrease                         0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__sect_decrease                       H5FSsection.c         0x28c7dc     
H5HF_hdr_fuse_decr                          0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF_hdr_fuse_decr                        H5HFhdr.c             0x2faed6     
H5FS__sect_link_rest                        0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__sect_link_rest                      H5FSsection.c         0x28e896     
H5FS__incr                                  0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__incr                                H5FS.c                0x27f405     
H5O_loc_copy_deep                           0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_loc_copy_deep                         H5Oint.c              0x3db7e3     
H5Sclose                                    0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5Sclose                                  H5S.c                 0x4b26cf     
H5VL                                        0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     void H5VL(float, long double, ..., ...)   H5VLint.c             0x6b119f     
H5F_get_eoa                                 0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_get_eoa                               H5Fquery.c            0x229c49     
H5FL__reg_gc_list                           0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FL__reg_gc_list                         H5FL.c                0x2764cc     
H5FS__dirty                                 0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5FS__dirty                               H5FS.c                0x27fa37     
H5F_is_tmp_addr                             0.160s                   0.160s                            0s                        0.160s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5F_is_tmp_addr                           H5Fquery.c            0x22a12f     
H5O_dtype_shared_encode                     0.153s                   0.153s                            0s                        0.153s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_dtype_shared_encode                   H5Oshared.h           0x3bc775     
H5O_attr_size                               0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_attr_size                             H5Oattr.c             0x395c90     
nc_utf8proc_normalize_utf32                 0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    nc_utf8proc_normalize_utf32               [Unknown]             0x46985      
NC_hashmapadd                               0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    NC_hashmapadd                             [Unknown]             0x3ab24      
ncindexith                                  0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    ncindexith                                [Unknown]             0xe79c1      
H5O_loc_free                                0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5O_loc_free                              H5Oint.c              0x3dba99     
close_vars                                  0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18    close_vars                                [Unknown]             0x89a94      
H5SL_close                                  0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5SL_close                                H5SL.c                0x52e15c     
func@0x4b480                                0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     func@0x4b480                              [Unknown]             0x4b480      
H5HF__man_iblock_unprotect                  0.150s                   0.150s                            0s                        0.150s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5HF__man_iblock_unprotect                H5HFiblock.c          0x3096a1     
H5A__dense_copy_fh_cb                       0.140s                   0.140s                        0.010s                        0.130s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5A__dense_copy_fh_cb                     H5Adense.c            0x738d2      
pread                                       0.140s                   0.140s                            0s                        0.140s                          0s                             0s                            0s                  0s                      0s  libc.so.6          pread                                     [Unknown]             0xee070      
H5AC_unpin_entry                            0.140s                   0.140s                            0s                        0.140s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200     H5AC_unpin_entry                          H5AC.c                0x8d2b3      
