Function                              CPU Time  CPU Time:Effective Time  CPU Time:Effective Time:Idle  CPU Time:Effective Time:Poor  CPU Time:Effective Time:Ok  CPU Time:Effective Time:Ideal  CPU Time:Effective Time:Over  CPU Time:Spin Time  CPU Time:Overhead Time  Module           Function (Full)                       Source File        Start Address
read_var                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  read_var                              [Unknown]          0x8cfe8      
H5CX__pop_common                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX__pop_common                      H5CX.c             0x12bf01     
H5SM_can_share                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5SM_can_share                        H5SM.c             0x531af8     
H5O_attr_iterate_real                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_attr_iterate_real                 H5Oattribute.c     0x39cd38     
H5S__set_regular_hyperslab              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5S__set_regular_hyperslab            H5Shyper.c         0x4df766     
H5O__attr_write_cb                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__attr_write_cb                    H5Oattribute.c     0x39ade0     
H5CX_get_nlinks                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_get_nlinks                       H5CX.c             0x129fb1     
H5VL__conn_dec_rc                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VL__conn_dec_rc                     H5VLint.c          0x6abc45     
H5S__all_copy                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5S__all_copy                         H5Sall.c           0x4bc7a7     
H5G_loc_reset                           0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5G_loc_reset                         H5Gloc.c           0x2b5dc4     
H5C_move_entry                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C_move_entry                        H5C.c              0xd1a5b      
H5D__write                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5D__write                            H5Dio.c            0x197d62     
H5Tinsert                               0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5Tinsert                             H5Tcompound.c      0x56c8c4     
H5P__get_cb                             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5P__get_cb                           H5Pint.c           0x473d78     
func@0x4c7a0                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4c7a0                          [Unknown]          0x4c7a0      
H5A__close                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5A__close                            H5Aint.c           0x805ef      
H5FD_get_eoa                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FD_get_eoa                          H5FDint.c          0x2658a1     
qsort_r                                 0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libc.so.6        qsort_r                               [Unknown]          0x38e90      
H5F__get_objects                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F__get_objects                      H5Fint.c           0x212a8c     
H5C__pin_entry_from_client              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5C__pin_entry_from_client            H5C.c              0xdf7ea      
H5VL__native_attr_specific              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5VL__native_attr_specific            H5VLnative_attr.c  0x6b663f     
H5MF_try_extend                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF_try_extend                       H5MF.c             0x36283d     
ncindexith                              0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libnetcdf.so.18  ncindexith                            [Unknown]          0xe79c1      
func@0x4f270                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x4f270                          [Unknown]          0x4f270      
H5T__update_packed                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T__update_packed                    H5Tcompound.c      0x56e3be     
H5T_is_named                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T_is_named                          H5T.c              0x55ce89     
H5O__condense_header                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__condense_header                  H5Oalloc.c         0x391bdd     
H5CX_pop                                0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5CX_pop                              H5CX.c             0x12c15f     
H5MF__aggr_try_extend                   0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF__aggr_try_extend                 H5MFaggr.c         0x36bd14     
free                                    0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libc.so.6        free                                  [Unknown]          0x85ad0      
H5MF__sect_simple_can_merge             0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF__sect_simple_can_merge           H5MFsection.c      0x36f872     
H5MF__find_sect                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MF__find_sect                       H5MF.c             0x3606ca     
H5AC_protect                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5AC_protect                          H5AC.c             0x8ca60      
func@0x49e40                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x49e40                          [Unknown]          0x49e40      
func@0x50190                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   func@0x50190                          [Unknown]          0x50190      
H5FS__sinfo_unlock                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FS__sinfo_unlock                    H5FSsection.c      0x28b7aa     
H5I__remove_common                      0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5I__remove_common                    H5I.c              0x340a2e     
H5SM_try_share                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5SM_try_share                        H5SM.c             0x531f49     
H5O__alloc_chunk                        0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__alloc_chunk                      H5Oalloc.c         0x38a83e     
H5O_open_by_loc                         0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_open_by_loc                       H5Oint.c           0x3d69c2     
H5O_msg_exists_oh                       0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_msg_exists_oh                     H5Omessage.c       0x3f0050     
H5T                                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5T(float, long double, ..., ...)     H5T.c              0x556bc1     
H5F_addr_decode_len                     0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5F_addr_decode_len                   H5Fint.c           0x21c6a6     
H5I__find_id                            0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5I__find_id                          H5I.c              0x344b75     
H5O_dtype_size                          0.010s                   0.010s                            0s                        0.010s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O_dtype_size                        H5Odtype.c         0x3c27bb     
_int_free                               0.009s                   0.009s                            0s                        0.009s                          0s                             0s                            0s                  0s                      0s  libc.so.6        _int_free                             [Unknown]          0x80d80      
H5O__cache_free_icr                     0.009s                   0.009s                            0s                        0.009s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5O__cache_free_icr                   H5Ocache.c         0x3a3e85     
H5MM_memcpy                             0.009s                   0.009s                            0s                        0.009s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5MM_memcpy                           H5MM.c             0x373336     
H5S_set_extent_simple                   0.009s                   0.009s                            0s                        0.009s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5S_set_extent_simple                 H5S.c              0x4b6cb1     
H5G__link_to_loc                        0.008s                   0.008s                            0s                        0.008s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5G__link_to_loc                      H5Glink.c          0x2b3d50     
H5FL_blk_malloc                         0.008s                   0.008s                            0s                        0.008s                          0s                             0s                            0s                  0s                      0s  libhdf5.so.200   H5FL_blk_malloc                       H5FL.c             0x27737a     
